dataset_row,temperature_K,domain,sample_id,topology,Index,archive_file,size_bytes,sha256,n_atoms,sum_charge,min_charge,max_charge
968,300,300K_orthogonal800,cyclic_orth800_uid000566_sk7_rg1_pl0_alternating__bad3f0dcb375,cyclic,7,300K_orthogonal800/row_0968__cyclic_orth800_uid000566_sk7_rg1_pl0_alternating__bad3f0dcb375.data,338579,bfaf4615f24047948f089a32b1333c7024e756358263ae8792faae35f817b0c6,1015,5.551115123125783e-17,-1.125563,0.610522
969,300,300K_orthogonal800,star_orth800_uid001008_sk11_rg2_pl2_block__81b4cb0ae9d9,star,11,300K_orthogonal800/row_0969__star_orth800_uid001008_sk11_rg2_pl2_block__81b4cb0ae9d9.data,303357,02fd50f71cff1dcdd58f755c3c2cc426dea54cf0b08a3fa79986adfd0bbbee2e,905,-6.938893903907228e-15,-0.551349,1.283243
970,300,300K_orthogonal800,linear_orth800_uid000364_sk3_rg1_pl2_random__384de82b945c,linear,3,300K_orthogonal800/row_0970__linear_orth800_uid000364_sk3_rg1_pl2_random__384de82b945c.data,317161,763850018f98e3a334301b8fc2ebd08a73db950bd52b045b5fee4373003ad713,934,-1.3877787807814457e-15,-0.484235,0.452674
971,300,300K_prod400,cyclic_uid000245_idx36_rg1_pl0_random__2c9637899aab,cyclic,36,300K_prod400/row_0971__cyclic_uid000245_idx36_rg1_pl0_random__2c9637899aab.data,353956,32ed7c02c237cb562a7924abe316da07433055fa2b0b47c9700b7edb2bb33b8e,1024,-1.6700000005642757e-06,-0.35802317,0.172839
972,300,300K_orthogonal800,linear_orth800_uid000171_sk3_rg0_pl1_alternating__49572f13c67b,linear,3,300K_orthogonal800/row_0972__linear_orth800_uid000171_sk3_rg0_pl1_alternating__49572f13c67b.data,321845,9a9f74c828b01ed0c80f26b8e1840cbf85c372e282f2be7532ee576cf9522e8c,946,-3.0531133177191805e-16,-0.570759,1.291132
973,300,300K_orthogonal800,linear_orth800_uid000313_sk0_rg1_pl0_random__461ac2f0a336,linear,0,300K_orthogonal800/row_0973__linear_orth800_uid000313_sk0_rg1_pl0_random__461ac2f0a336.data,387712,0ee26dc8e975ddbe090fde7ba0e6a7ac4a8bf43e7f5822eaf95e1a80b1db7443,1092,1.1379786002407855e-15,-3.124198,4.124479
974,300,300K_prod400,star_uid000189_idx53_rg0_pl0_junction_enriched__50c376d1d0f8,star,53,300K_prod400/row_0974__star_uid000189_idx53_rg0_pl0_junction_enriched__50c376d1d0f8.data,346092,6e5a1b2db226e7524cd7e196b685e7527016b89aab187f44cd9bb41880b4ab3a,1025,2.429999990838372e-06,-0.50354181,0.71549819
975,300,300K_orthogonal800,cyclic_orth800_uid000656_sk7_rg2_pl1_alternating__b2cf041f6763,cyclic,7,300K_orthogonal800/row_0975__cyclic_orth800_uid000656_sk7_rg2_pl1_alternating__b2cf041f6763.data,356690,45f124da8038115b31d7e3e85dcd6c8e17720581fd388e5dacfdd7e142d952b6,1050,5.551115123125783e-17,-0.310396,0.305947
976,300,300K_orthogonal800,cyclic_orth800_uid000637_sk6_rg2_pl1_alternating__a1d4f7c6039e,cyclic,6,300K_orthogonal800/row_0976__cyclic_orth800_uid000637_sk6_rg2_pl1_alternating__a1d4f7c6039e.data,340340,885a0cf82f797514787caf31696554912ff09e1c4b6a7c096da12251a2910811,951,-7.771561172376096e-16,-0.411898,0.448034
977,300,300K_orthogonal800,cyclic_orth800_uid000506_sk7_rg1_pl2_block__861045095361,cyclic,7,300K_orthogonal800/row_0977__cyclic_orth800_uid000506_sk7_rg1_pl2_block__861045095361.data,333321,d6899a272a84148f14cc4532630f0b7a7f706ed822402bd1621f3bca9fbcf272,980,-1.6653345369377348e-16,-0.573987,1.287126
978,300,300K_prod400,star_uid000104_idx64_rg0_pl0_random__ce7278cbc8f1,star,64,300K_prod400/row_0978__star_uid000104_idx64_rg0_pl0_random__ce7278cbc8f1.data,346296,511afa6d0feac0d73d2478029791bde1a993f70bcefce91dbc0a44e26cb4c865,1022,2.879999991961535e-06,-0.40921553,0.19168347
979,300,300K_prod400,comb_uid000444_idx100_rg1_pl0_junction_enriched__ab416ef75ccf,comb,100,300K_prod400/row_0979__comb_uid000444_idx100_rg1_pl0_junction_enriched__ab416ef75ccf.data,348822,bac262c03472320644e841f4489d1801b7d076ef4cb2b4b0e2e35ea5c089ed1d,1032,1.9599999933617163e-06,-0.52697633,0.41853772
980,300,300K_prod400,branch_uid000187_idx76_rg2_pl0_random__adc4027240e2,branch,76,300K_prod400/row_0980__branch_uid000187_idx76_rg2_pl0_random__adc4027240e2.data,355498,821c0b0da8d0439f13855f492b7778869fe6c8dcf6616f5a2e78003b9b9a5ae6,1027,-5.499999954916568e-07,-0.53059822,0.42862033
981,300,300K_orthogonal800,linear_orth800_uid000023_sk3_rg0_pl1_block__1e93818dc8bd,linear,3,300K_orthogonal800/row_0981__linear_orth800_uid000023_sk3_rg0_pl1_block__1e93818dc8bd.data,331003,760dcf77a9955a1c2bad843d11bdfd7e25740357776f26c8998b68a684574832,974,-6.855627177060342e-15,-0.47806,0.181852
982,300,300K_orthogonal800,star_orth800_uid000825_sk11_rg0_pl1_block__47ee7d645ef2,star,11,300K_orthogonal800/row_0982__star_orth800_uid000825_sk11_rg0_pl1_block__47ee7d645ef2.data,367255,4154913efff6c44543034bbabbc383ca71c2df84b7200a04d260a6ad4fe92ec4,1043,-3.608224830031759e-16,-0.447018,0.507246
983,300,300K_orthogonal800,cyclic_orth800_uid000418_sk5_rg0_pl1_block__dba8093ae63c,cyclic,5,300K_orthogonal800/row_0983__cyclic_orth800_uid000418_sk5_rg0_pl1_block__dba8093ae63c.data,317842,81c5690b83b6a6d9b236744b4536320df0df4ece6cedc51c43078d3cd181029b,900,4.440892098500626e-16,-1.145544,0.618707
984,300,300K_orthogonal800,star_orth800_uid000896_sk14_rg1_pl1_block__4e488d5d11cd,star,14,300K_orthogonal800/row_0984__star_orth800_uid000896_sk14_rg1_pl1_block__4e488d5d11cd.data,341744,6d020d0a30a818c18af5ef15d82511bf71d9a842199acba0b06b4aa4177b6faf,998,-5.9396931817445875e-15,-0.453819,0.45537
985,300,300K_orthogonal800,star_orth800_uid001088_sk11_rg1_pl1_alternating__ba394e2509f6,star,11,300K_orthogonal800/row_0985__star_orth800_uid001088_sk11_rg1_pl1_alternating__ba394e2509f6.data,352507,b8f1d230e7365ece27265dc0d9417434a541150e14f180fcd0339a8c876cc404,1007,-6.106226635438361e-15,-0.533583,1.292
986,300,300K_orthogonal800,star_orth800_uid000839_sk11_rg0_pl2_block__e29a983e5b14,star,11,300K_orthogonal800/row_0986__star_orth800_uid000839_sk11_rg0_pl2_block__e29a983e5b14.data,382272,8893c93c7b32dca13eff9f7041e3491b4c4404c775c8cd363ccb369622e7a6b8,1078,-2.498001805406602e-16,-0.434575,0.468239
987,300,300K_prod400,cyclic_uid000048_idx41_rg1_pl1_random__760d23f01b64,cyclic,41,300K_prod400/row_0987__cyclic_uid000048_idx41_rg1_pl1_random__760d23f01b64.data,344777,cb5833261737282eb8a5fad0333a5d40c684e14d9a7ced9cb80676624fc8e00c,1002,1.3999999990965684e-06,-0.38076,0.15390744
988,300,300K_orthogonal800,star_orth800_uid000960_sk14_rg2_pl1_block__218be52d9b42,star,14,300K_orthogonal800/row_0988__star_orth800_uid000960_sk14_rg2_pl1_block__218be52d9b42.data,350578,78623ecb035a1a8ead054a56c53153caad03e81fe7c15d2d12ae9b2c77d3e6f4,1032,-4.912736883966318e-15,-0.394192,0.166782
989,300,300K_orthogonal800,cyclic_orth800_uid000583_sk6_rg1_pl0_alternating__89b582a3239e,cyclic,6,300K_orthogonal800/row_0989__cyclic_orth800_uid000583_sk6_rg1_pl0_alternating__89b582a3239e.data,340127,bd0dd6c728ef90d48dad28860c371498827d671e1b4802f8a0e1920f30c35b63,1023,6.5503158452884236e-15,-0.386644,0.158409
990,300,300K_orthogonal800,linear_orth800_uid000094_sk1_rg1_pl1_block__59ee13f16f67,linear,1,300K_orthogonal800/row_0990__linear_orth800_uid000094_sk1_rg1_pl1_block__59ee13f16f67.data,330469,cbd5ad633d508183beb612a80a8c1681534b999c5a5e42f39a570de58629c05c,921,0.0,-1.12871,0.605365
991,300,300K_prod400,linear_uid000037_idx4_rg0_pl2_gradient__7b88e33fd85b,linear,4,300K_prod400/row_0991__linear_uid000037_idx4_rg0_pl2_gradient__7b88e33fd85b.data,354878,366874c8c76d91db8a5d5d2dbc9f0b075a1018c8e4a94935b3bb2f6f39df15d9,1071,5.899999952208024e-07,-0.40473377,0.17262267
992,300,300K_orthogonal800,star_orth800_uid001273_sk12_rg1_pl2_random__633e22df6ed2,star,12,300K_orthogonal800/row_0992__star_orth800_uid001273_sk12_rg1_pl2_random__633e22df6ed2.data,326844,64d81e9580876d2ce1bce4725b17e030ef27f25f79461f95bc43eb36cde007b9,943,-3.802513859341161e-15,-1.14728,0.617163
993,300,300K_orthogonal800,linear_orth800_uid000273_sk2_rg2_pl1_alternating__032c5d5afe0b,linear,2,300K_orthogonal800/row_0993__linear_orth800_uid000273_sk2_rg2_pl1_alternating__032c5d5afe0b.data,330714,8332ca45b67b1991930607d19e05f71d3e72c54aaa358c347760c6a323c11c4c,997,-1.6653345369377348e-16,-0.378291,0.158371
994,300,300K_orthogonal800,cyclic_orth800_uid000747_sk7_rg1_pl2_random__6615cf999a4b,cyclic,7,300K_orthogonal800/row_0994__cyclic_orth800_uid000747_sk7_rg1_pl2_random__6615cf999a4b.data,338574,a6760d9fcdfcf99ba1eb085d2bc8f37b4083bcc048afaf2eb2ec318cb0034921,1015,-8.326672684688674e-16,-1.144895,0.616815
995,300,300K_orthogonal800,cyclic_orth800_uid000508_sk6_rg1_pl2_block__199bc235db35,cyclic,6,300K_orthogonal800/row_0995__cyclic_orth800_uid000508_sk6_rg1_pl2_block__199bc235db35.data,340121,4bada62e7f97db0e2baf863c8f73ffb36aa4a3ea3da1a77496e501e8d00ce958,1023,-5.717648576819556e-15,-0.384143,0.159487
996,300,300K_orthogonal800,linear_orth800_uid000065_sk2_rg1_pl0_block__ad2bda41839b,linear,2,300K_orthogonal800/row_0996__linear_orth800_uid000065_sk2_rg1_pl0_block__ad2bda41839b.data,345240,a42c703d843d4f3081fff6ebff540abb70a0a07945128ea9517ddf1437330247,967,-7.771561172376096e-16,-0.422871,0.447947
997,300,300K_orthogonal800,cyclic_orth800_uid000592_sk7_rg1_pl1_alternating__17d5d0d17c9f,cyclic,7,300K_orthogonal800/row_0997__cyclic_orth800_uid000592_sk7_rg1_pl1_alternating__17d5d0d17c9f.data,368369,21c87c846c3f0cf393b50240d48b317a97b2cb87c3bc9da27dfee86e63309943,1085,-3.969047313034935e-15,-0.476753,0.425884
998,300,300K_prod400,linear_uid000103_idx16_rg2_pl2_gradient__93755c4be754,linear,16,300K_prod400/row_0998__linear_uid000103_idx16_rg2_pl2_gradient__93755c4be754.data,323297,61431b99e654bc7c7d5306f802e291be973be0f7037889f6d2c88b5a98a50502,966,2.8999999914514074e-06,-0.40126508,0.17341525
999,300,300K_prod400,linear_uid000043_idx5_rg1_pl0_block__9a9f9e9f0e44,linear,5,300K_prod400/row_0999__linear_uid000043_idx5_rg1_pl0_block__9a9f9e9f0e44.data,332429,81efda7893994a6e9b67be532318bd3c4232999c2d85f21bfbcaf4fb18d2e9b3,1000,9.499999954754035e-07,-0.40473377,0.17262267
1000,300,300K_orthogonal800,star_orth800_uid001061_sk11_rg1_pl0_alternating__6156c47e76a1,star,11,300K_orthogonal800/row_1000__star_orth800_uid001061_sk11_rg1_pl0_alternating__6156c47e76a1.data,326610,6d7fb645c7039a8dab7ff93d19fa6e25d10793811acad1419aebaf2bec806a71,914,-1.1102230246251565e-15,-0.4258,0.445502
1001,300,300K_orthogonal800,star_orth800_uid000858_sk13_rg0_pl2_block__dd08d3c2b8e9,star,13,300K_orthogonal800/row_1001__star_orth800_uid000858_sk13_rg0_pl2_block__dd08d3c2b8e9.data,355094,96acde6134445226e0a77f2209edc64e5b29486e8d2afd7d8dfcb933b9c44bc8,1013,1.942890293094024e-16,-0.382326,0.185572
1002,300,300K_prod400,cyclic_uid000019_idx44_rg0_pl1_block__4fc714d430a0,cyclic,44,300K_prod400/row_1002__cyclic_uid000019_idx44_rg0_pl1_block__4fc714d430a0.data,348481,25d2faa863ba44bae6864f731d8fe1df4215bc03be6bd9fb3c56a3a7bc0d7c66,1049,7.09999995268662e-07,-0.40473377,0.17262267
1003,300,300K_orthogonal800,star_orth800_uid000951_sk11_rg2_pl0_block__1a56b198baec,star,11,300K_orthogonal800/row_1003__star_orth800_uid000951_sk11_rg2_pl0_block__1a56b198baec.data,309613,b3aeb92084536915486ef3c9a05bb83502282345c43ba429628b34266c787827,916,-6.217248937900877e-15,-0.310049,0.159487
1004,300,300K_orthogonal800,linear_orth800_uid000101_sk0_rg1_pl1_block__920c98485ed6,linear,0,300K_orthogonal800/row_1004__linear_orth800_uid000101_sk0_rg1_pl1_block__920c98485ed6.data,359427,6d2ac33644796ad222512ba9171c0eb618f2f561c28326e033ce49befe4816ed,977,2.1649348980190553e-15,-0.445702,0.505975
1005,300,300K_orthogonal800,cyclic_orth800_uid000443_sk6_rg1_pl0_block__36cdea54acda,cyclic,6,300K_orthogonal800/row_1005__cyclic_orth800_uid000443_sk6_rg1_pl0_block__36cdea54acda.data,340121,5c709c639d189a9aaecf33ef917ec9c6586ce9586a850f0a1ff327b4f519e8d9,1023,-5.523359547510154e-15,-0.384143,0.159487
1006,300,300K_orthogonal800,star_orth800_uid000968_sk13_rg2_pl1_block__b7b3378d7681,star,13,300K_orthogonal800/row_1006__star_orth800_uid000968_sk13_rg2_pl1_block__b7b3378d7681.data,362028,89d417e4702f364afb6f7d58c5e2012920088d1f0c9658e53efb6f617d6c1b3f,1049,-5.6343818499726694e-15,-0.540168,1.28892
1007,300,300K_prod400,branch_uid000167_idx76_rg1_pl1_random__5c0dd3540701,branch,76,300K_prod400/row_1007__branch_uid000167_idx76_rg1_pl1_random__5c0dd3540701.data,344064,5b39a776668ec50642eb05dce8fd143bacf4b5e10d2100bf0da53a115ccd4546,962,6.399999996631323e-07,-1.12299169,0.57099638
1008,300,300K_orthogonal800,star_orth800_uid000833_sk10_rg0_pl1_block__c24c1efdeec1,star,10,300K_orthogonal800/row_1008__star_orth800_uid000833_sk10_rg0_pl1_block__c24c1efdeec1.data,386723,8bb0a7775612cf656dde44b4e74362b86eae816add374865d8d46b898c049bea,1084,-8.326672684688674e-17,-0.425467,0.461471
1009,300,300K_prod400,comb_uid000342_idx102_rg1_pl1_junction_enriched__83ada29462be,comb,102,300K_prod400/row_1009__comb_uid000342_idx102_rg1_pl1_junction_enriched__83ada29462be.data,366751,df810c948f9f19fcb5522333816043631cd25d3f31e326630ec8c768b1dd5c29,1096,1.4199999964770171e-06,-0.534469,0.41748458
1010,300,300K_prod400,cyclic_uid000155_idx39_rg2_pl0_block__9cb28a5b7c34,cyclic,39,300K_prod400/row_1010__cyclic_uid000155_idx39_rg2_pl0_block__9cb28a5b7c34.data,365616,8ff64130b987bca7627650d3e9a5b13fd2e67de259240ec50dc76a9921f09b97,1080,2.0799999909948408e-06,-0.35497233,0.17262267
1011,300,300K_orthogonal800,linear_orth800_uid000008_sk1_rg0_pl0_block__7448b8ff00fc,linear,1,300K_orthogonal800/row_1011__linear_orth800_uid000008_sk1_rg0_pl0_block__7448b8ff00fc.data,310736,3b4e80b22ee06242db5b5748a9a314e9b7be888101416ab3092c756f6d292bda,926,-7.965850201685498e-15,-0.308098,0.159487
1012,300,300K_orthogonal800,cyclic_orth800_uid000542_sk5_rg0_pl1_alternating__8106f7750109,cyclic,5,300K_orthogonal800/row_1012__cyclic_orth800_uid000542_sk5_rg0_pl1_alternating__8106f7750109.data,342280,f559fa55cdc8dbc8b5632a34e17993b626d0148433389bdb1f3da0e30db8ba74,960,-6.661338147750939e-16,-0.425306,0.439117
1013,300,300K_orthogonal800,cyclic_orth800_uid000533_sk7_rg2_pl1_block__4af16bec8f00,cyclic,7,300K_orthogonal800/row_1013__cyclic_orth800_uid000533_sk7_rg2_pl1_block__4af16bec8f00.data,356316,52909e07943c15affc36f5b36472303a75c019529969c6e1573249d80e1fd221,1050,-6.38378239159465e-15,-0.310112,0.159487
1014,300,300K_orthogonal800,star_orth800_uid001013_sk12_rg0_pl1_alternating__0cb264c9f5b3,star,12,300K_orthogonal800/row_1014__star_orth800_uid001013_sk12_rg0_pl1_alternating__0cb264c9f5b3.data,338094,f0ed1219447d91cd989249591a21442a43bae96ff9dac3cc8d5a04fca11aef59,1009,0.0,-0.452969,0.462746
1015,300,300K_orthogonal800,cyclic_orth800_uid000740_sk7_rg1_pl2_random__64a1f91742b6,cyclic,7,300K_orthogonal800/row_1015__cyclic_orth800_uid000740_sk7_rg1_pl2_random__64a1f91742b6.data,356767,7ed7b9dce5b9a4b0d449ff07d9c681b9e0089c71648928c6c7c4e6fdbde064e9,1050,-3.219646771412954e-15,-0.310396,0.313277
1016,300,300K_orthogonal800,branch_orth800_uid001416_sk19_rg2_pl1_block__8d1e2e61ca67,branch,19,300K_orthogonal800/row_1016__branch_orth800_uid001416_sk19_rg2_pl1_block__8d1e2e61ca67.data,361179,20caf4cee8f33cdb8361f47e24dd19fe49ae50228a1dccc14e325f48e8af622e,983,6.938893903907228e-16,-0.557017,1.286319
1017,300,300K_orthogonal800,linear_orth800_uid000010_sk2_rg0_pl0_block__bd381cc00bb9,linear,2,300K_orthogonal800/row_1017__linear_orth800_uid000010_sk2_rg0_pl0_block__bd381cc00bb9.data,365072,5008883f803d3947c987ed779f28e04bbc7e35f456ddf61e46a57136f27924c8,1035,0.0,-0.239176,0.18541
1018,300,300K_orthogonal800,star_orth800_uid000970_sk8_rg2_pl1_block__7c951729927d,star,8,300K_orthogonal800/row_1018__star_orth800_uid000970_sk8_rg2_pl1_block__7c951729927d.data,371774,7b2f6e154965e41d2143adf26c95807cfd93a04ce6b62cda6bac53aa7885baeb,1013,6.106226635438361e-16,-0.3879,0.168748
1019,300,300K_orthogonal800,cyclic_orth800_uid000632_sk7_rg1_pl2_alternating__c0d902fe8fc1,cyclic,7,300K_orthogonal800/row_1019__cyclic_orth800_uid000632_sk7_rg1_pl2_alternating__c0d902fe8fc1.data,356322,5bb677695e27d26086b70fa5268350bdcf0567bd435ce2d5af086c453ade6036,1050,7.743805596760467e-15,-0.306426,0.159225
1020,300,300K_prod400,cyclic_uid000103_idx39_rg0_pl0_block__3a99320923d9,cyclic,39,300K_prod400/row_1020__cyclic_uid000103_idx39_rg0_pl0_block__3a99320923d9.data,322968,b3bac49cfb12cc40d15164786ac102518321d53c8cc4cc37f445d1606d112644,960,-1.4999999570219913e-07,-0.508447,0.715046
1021,300,300K_orthogonal800,linear_orth800_uid000096_sk2_rg1_pl1_block__c60ed7a63d4b,linear,2,300K_orthogonal800/row_1021__linear_orth800_uid000096_sk2_rg1_pl1_block__c60ed7a63d4b.data,335639,a1c3596b0b2df511a88ffcf9554adfcabfea0e3da920265c5eb63bbc29afed84,949,-3.9968028886505635e-15,-0.384875,0.168598
1022,300,300K_prod400,branch_uid000136_idx76_rg0_pl0_junction_enriched__fadb31b0c9c2,branch,76,300K_prod400/row_1022__branch_uid000136_idx76_rg0_pl0_junction_enriched__fadb31b0c9c2.data,336798,0486eb0053a11eeef152e6503f2c07755012890c437d38fa9abab8e46a8d9601,938,-9.299999987888441e-07,-1.13024688,0.57886112
1023,300,300K_orthogonal800,linear_orth800_uid000020_sk2_rg0_pl1_block__cdc5c15ae888,linear,2,300K_orthogonal800/row_1023__linear_orth800_uid000020_sk2_rg0_pl1_block__cdc5c15ae888.data,373516,5fcdaaaf80bce714e4c863c1d4c6ff9bf26a9c187ff963f3382569d3001f633a,1086,-5.6066262743570405e-15,-0.378032,0.159487
1024,300,300K_orthogonal800,star_orth800_uid001120_sk12_rg1_pl2_alternating__ba5f5764aa51,star,12,300K_orthogonal800/row_1024__star_orth800_uid001120_sk12_rg1_pl2_alternating__ba5f5764aa51.data,331913,c5d0d2c19ea6905e14376933b215934725d73a16be32b80dc88616f6b9355f7e,999,5.162537064506978e-15,-0.489016,0.168034
1025,300,300K_orthogonal800,star_orth800_uid000965_sk9_rg2_pl1_block__2a8f0b9e8620,star,9,300K_orthogonal800/row_1025__star_orth800_uid000965_sk9_rg2_pl1_block__2a8f0b9e8620.data,356082,ecc8c24169ad9ca3005ec50397f17a69e09c0bcd96d99caebf8818a02e1c1253,968,-9.71445146547012e-16,-0.581266,1.293726
1026,300,300K_prod400,cyclic_uid000220_idx36_rg0_pl0_block__567b5846d9fb,cyclic,36,300K_prod400/row_1026__cyclic_uid000220_idx36_rg0_pl0_block__567b5846d9fb.data,302378,c3f0ea8d030e4c9ab73fdbcad76a1e671e133cbf7acfbd5739da01d7e8967227,912,1.839999993813457e-06,-0.50602375,0.39786325
1027,300,300K_prod400,branch_uid000179_idx76_rg2_pl0_random__789c065280d0,branch,76,300K_prod400/row_1027__branch_uid000179_idx76_rg2_pl0_random__789c065280d0.data,354328,9e51fe496e39878f1ce667c8d2f68e311c0083b820a4b91e853b878df29b8711,1006,-9.600000032972122e-07,-0.38962868,0.17593961
1028,300,300K_orthogonal800,linear_orth800_uid000122_sk2_rg1_pl2_block__8060d2347e74,linear,2,300K_orthogonal800/row_1028__linear_orth800_uid000122_sk2_rg1_pl2_block__8060d2347e74.data,330708,ca1b5250012b5eb45a611a3cdf2ab2e3f430b09a317aeea0da8a58bce1c28259,997,-1.0408340855860843e-14,-0.378291,0.159487
1029,300,300K_orthogonal800,star_orth800_uid000887_sk13_rg1_pl1_block__f2ca40f9ff00,star,13,300K_orthogonal800/row_1029__star_orth800_uid000887_sk13_rg1_pl1_block__f2ca40f9ff00.data,377411,e1912d788ee7deda90e27c3b5090b7147dfa1e08b302f78108b0bcc28c2caf95,1061,8.326672684688674e-16,-0.579155,1.289176
1030,300,300K_orthogonal800,linear_orth800_uid000097_sk2_rg1_pl1_block__41821f845a3a,linear,2,300K_orthogonal800/row_1030__linear_orth800_uid000097_sk2_rg1_pl1_block__41821f845a3a.data,320165,9b1a2b924043abb3b4a1ff443f2549c2e7ae322e11a07eb37a0b2dd8778abf19,902,8.326672684688674e-16,-0.421705,0.439944
1031,300,300K_orthogonal800,linear_orth800_uid000204_sk3_rg1_pl1_alternating__21100c0d71e9,linear,3,300K_orthogonal800/row_1031__linear_orth800_uid000204_sk3_rg1_pl1_alternating__21100c0d71e9.data,321345,78b86c53d8fe1187d2176558371b4611a6aac1fe332425c998f123092528cab5,968,-7.188694084447889e-15,-1.147717,0.61643
1032,300,300K_orthogonal800,star_orth800_uid001096_sk14_rg1_pl1_alternating__e7a99fffbaf7,star,14,300K_orthogonal800/row_1032__star_orth800_uid001096_sk14_rg1_pl1_alternating__e7a99fffbaf7.data,347915,e5a0cd89e2a017d0b79fa7df14f3ab1067f3b5d1d854d0080575e0a2d8669a4b,1025,6.161737786669619e-15,-0.390632,0.164032
1033,300,300K_orthogonal800,cyclic_orth800_uid000440_sk7_rg1_pl0_block__3a1293fc440e,cyclic,7,300K_orthogonal800/row_1033__cyclic_orth800_uid000440_sk7_rg1_pl0_block__3a1293fc440e.data,338499,3a23aedd33f65b45a2cd98c1b87291c5f4a1895bae369e72dd9191ced47320a4,1015,-1.6653345369377348e-16,-1.144205,0.629913
1034,300,300K_orthogonal800,star_orth800_uid001158_sk13_rg2_pl1_alternating__e9c192c719fa,star,13,300K_orthogonal800/row_1034__star_orth800_uid001158_sk13_rg2_pl1_alternating__e9c192c719fa.data,324624,0ad508f8a1d1d65cce5f7e9eef06a7f9e5b78275876719555f3accf4ab77b8ba,974,-1.942890293094024e-16,-0.535919,1.294368
1035,300,300K_orthogonal800,star_orth800_uid001282_sk12_rg2_pl1_random__41f3a675c527,star,12,300K_orthogonal800/row_1035__star_orth800_uid001282_sk12_rg2_pl1_random__41f3a675c527.data,369551,9efa070086063f558bf50a7b3bc3833cf95d57a27bb010e9440fa22c8bdbd836,1075,-4.996003610813204e-16,-0.378032,0.159487
1036,300,300K_orthogonal800,star_orth800_uid001250_sk10_rg1_pl1_random__6c6da60d4ab5,star,10,300K_orthogonal800/row_1036__star_orth800_uid001250_sk10_rg1_pl1_random__6c6da60d4ab5.data,391498,9dc668a552330a3202360be01f08613ab4b6b6646f9e6ff5f7b73bca1bebe2d3,1085,-4.440892098500626e-15,-0.50108,0.169371
1037,300,300K_prod400,star_uid000236_idx56_rg2_pl2_random__6b5335adf5ea,star,56,300K_prod400/row_1037__star_uid000236_idx56_rg2_pl2_random__6b5335adf5ea.data,301842,c3d33914629bf245cf8abd48f4418845710b072e53e9f20c779323d379a1e48b,908,-1.939999988570529e-06,-0.42828292,0.1708335
1038,300,300K_orthogonal800,cyclic_orth800_uid000631_sk7_rg1_pl2_alternating__d8b9c387236b,cyclic,7,300K_orthogonal800/row_1038__cyclic_orth800_uid000631_sk7_rg1_pl2_alternating__d8b9c387236b.data,336675,7dd7e77429619687513fa763d98e79884a40ad5fdaca08f55aa5076db618c9c2,980,-7.577272143066693e-15,-0.461444,0.452226
