dataset_row,temperature_K,domain,sample_id,topology,Index,archive_file,size_bytes,sha256,n_atoms,sum_charge,min_charge,max_charge
889,300,300K_orthogonal800,cyclic_orth800_uid000509_sk5_rg1_pl2_block__6f422915de70,cyclic,5,300K_orthogonal800/row_0889__cyclic_orth800_uid000509_sk5_rg1_pl2_block__6f422915de70.data,343612,66b05a8329e6c59406627ae7914ce199b6882d15a2a8e652aff39f5d2d9d7bd1,960,-2.7755575615628914e-17,-0.412344,0.443454
890,300,300K_orthogonal800,cyclic_orth800_uid000716_sk7_rg1_pl1_random__73420d1ef728,cyclic,7,300K_orthogonal800/row_0890__cyclic_orth800_uid000716_sk7_rg1_pl1_random__73420d1ef728.data,378392,9de4dfeb904a3ba2ee5fe984c2a7f9c90d45fe830c0d4aeb1772ef8d42b47b3f,1094,-2.3869795029440866e-15,-0.475111,0.504308
891,300,300K_orthogonal800,star_orth800_uid000940_sk10_rg2_pl0_block__600d4a0b1846,star,10,300K_orthogonal800/row_0891__star_orth800_uid000940_sk10_rg2_pl0_block__600d4a0b1846.data,386356,9efa6c31f57bb9a8b3ac504ebd169ffa2fdf2878538f6e4edee24825a29eb020,1083,-5.828670879282072e-16,-0.423149,0.445346
892,300,300K_orthogonal800,star_orth800_uid001127_sk14_rg1_pl2_alternating__05950be30c5c,star,14,300K_orthogonal800/row_0892__star_orth800_uid001127_sk14_rg1_pl2_alternating__05950be30c5c.data,362030,3e01033555016cfe7dd4aacb1f85af8a765da7a616df690015a1f6369c82d2d4,1065,-2.4702462297909733e-15,-0.476753,0.439106
893,300,300K_orthogonal800,star_orth800_uid000929_sk13_rg1_pl2_block__557836431f81,star,13,300K_orthogonal800/row_0893__star_orth800_uid000929_sk13_rg1_pl2_block__557836431f81.data,317941,b0e5eee77193148f1589782708616033fdf6c7e4ae37707a67869a48c7a36be5,963,-4.829470157119431e-15,-0.466246,0.452346
894,300,300K_orthogonal800,star_orth800_uid000976_sk14_rg2_pl1_block__60ffc1f819e7,star,14,300K_orthogonal800/row_0894__star_orth800_uid000976_sk14_rg2_pl1_block__60ffc1f819e7.data,333238,23211c1947283078d62d110808f1b2c8ba3c2e42f767e5917e21b34b59ac6f83,941,-2.7755575615628914e-16,-0.485015,0.178573
895,300,300K_prod400,linear_uid000019_idx5_rg0_pl0_gradient__fa0a5722c8d2,linear,5,300K_prod400/row_0895__linear_uid000019_idx5_rg0_pl0_gradient__fa0a5722c8d2.data,335210,5076b8945e4e893a7918f5c3df3c8bde2b0cec0ce88e50c2e380a1e484f8e0cc,1008,3.0999999909298026e-06,-0.401927,0.17341525
896,300,300K_prod400,cyclic_uid000165_idx31_rg2_pl0_block__d70b5e9d30a7,cyclic,31,300K_prod400/row_0896__cyclic_uid000165_idx31_rg2_pl0_block__d70b5e9d30a7.data,353838,3b7a5f09359648ba743320068eaaa8f8d263c0fa60980644db093c2f9ce92d58,1056,3.5199999884050204e-06,-0.35497233,0.17262267
897,300,300K_prod400,comb_uid000431_idx100_rg0_pl2_random__3bf2de8cd065,comb,100,300K_prod400/row_0897__comb_uid000431_idx100_rg0_pl2_random__3bf2de8cd065.data,350493,c62b981327f07f057811f8be3d4641d1be87232cdc9d52f4e279da645450c9a8,1006,1.689999995613256e-06,-0.35688187,0.17262267
898,300,300K_prod400,branch_uid000190_idx80_rg0_pl2_random__b5e0b9a75a5a,branch,80,300K_prod400/row_0898__branch_uid000190_idx80_rg0_pl2_random__b5e0b9a75a5a.data,331077,1f3a40afbcc5cb30153ff26cc1980beee05c2e63aca13a49a9135dec541aff71,932,1.0500000004187715e-06,-0.53738135,0.22575947
899,300,300K_prod400,star_uid000114_idx64_rg0_pl0_random__ccef9f6a276e,star,64,300K_prod400/row_0899__star_uid000114_idx64_rg0_pl0_random__ccef9f6a276e.data,346317,dcff715199804ba0bc005313c273020a1a13313e44b8807bb7db4028fad95fd2,1024,2.7599999900818073e-06,-0.41172475,0.17262267
900,300,300K_prod400,branch_uid000172_idx76_rg1_pl1_junction_enriched__73e61258c9f5,branch,76,300K_prod400/row_0900__branch_uid000172_idx76_rg1_pl1_junction_enriched__73e61258c9f5.data,371721,25a1726b7f0bc3d477f98284e798f5cc1975450d398122798af112ec3bb03adf,1044,-1.3100000020582758e-06,-1.13024688,0.57886112
901,300,300K_prod400,branch_uid000213_idx80_rg1_pl1_junction_enriched__c394067fbb60,branch,80,300K_prod400/row_0901__branch_uid000213_idx80_rg1_pl1_junction_enriched__c394067fbb60.data,341074,a3219fbda84e851a1a4331d5618eecc16c2a216484a882e4b85030a785e757d7,956,-1.079999999015202e-06,-0.33808746,0.1881331
902,300,300K_prod400,cyclic_uid000052_idx26_rg1_pl1_block__53796723d3cb,cyclic,26,300K_prod400/row_0902__cyclic_uid000052_idx26_rg1_pl1_block__53796723d3cb.data,352002,adb042b3660bf10f7a33cd555d92206c240c9d052ec62e9548f719894a143dc6,1040,1.0399999987587005e-06,-1.115086,0.57750081
903,300,300K_orthogonal800,star_orth800_uid001260_sk9_rg1_pl2_random__552476b314e9,star,9,300K_orthogonal800/row_0903__star_orth800_uid001260_sk9_rg1_pl2_random__552476b314e9.data,368554,c0fcefbc0dd43cfc446feeea3e2fa43afee5f17641564c6957da157e5c8497ae,1011,6.38378239159465e-16,-1.165001,1.293726
904,300,300K_orthogonal800,star_orth800_uid000979_sk10_rg2_pl1_block__4bfa257cbba4,star,10,300K_orthogonal800/row_0904__star_orth800_uid000979_sk10_rg2_pl1_block__4bfa257cbba4.data,349261,d9a7f41cbdad8cbd9c9bf4a71d6a8fe653cb1f2dd5b942c814c3ad3093bdf060,1004,-3.164135620181696e-15,-0.428434,0.460512
905,300,300K_orthogonal800,star_orth800_uid000961_sk10_rg2_pl1_block__adf3ee9d6eec,star,10,300K_orthogonal800/row_0905__star_orth800_uid000961_sk10_rg2_pl1_block__adf3ee9d6eec.data,330669,e67f550ac9ad717f2c33ddcf2eaff3859cc5ab27297b88bcf1d3aaa0fc11d6a0,924,-7.771561172376096e-16,-0.422511,0.443826
906,300,300K_prod400,branch_uid000236_idx80_rg2_pl1_junction_enriched__0653525616d7,branch,80,300K_prod400/row_0906__branch_uid000236_idx80_rg2_pl1_junction_enriched__0653525616d7.data,328054,397384f9c131bcd0f4ffe8465e43ce24d095195197de822afcad58fe013741a8,932,-3.5999999600799804e-07,-1.13249781,0.57395019
907,300,300K_prod400,cyclic_uid000057_idx35_rg2_pl0_alternating__f54b828bed41,cyclic,35,300K_prod400/row_0907__cyclic_uid000057_idx35_rg2_pl0_alternating__f54b828bed41.data,345860,b85cc4cb3766054060e1473f69d098747a92e7f84e26872e09639cf041474389,1032,3.4399999886691734e-06,-0.35497233,0.17262267
908,300,300K_orthogonal800,star_orth800_uid001065_sk10_rg1_pl0_alternating__7f7e61839f53,star,10,300K_orthogonal800/row_0908__star_orth800_uid001065_sk10_rg1_pl0_alternating__7f7e61839f53.data,329737,7aa5a41dd0b4506f39c99540cb2e4960f2c2a60b034b759c78f7efee19bff2c7,924,-9.992007221626409e-16,-0.41991,0.442579
909,300,300K_prod400,comb_uid000429_idx100_rg0_pl1_random__1274929b9cd1,comb,100,300K_prod400/row_0909__comb_uid000429_idx100_rg0_pl1_random__1274929b9cd1.data,319828,2eee34d38096d68b2305a1155860f214cbe85d8030e7f144ce91a5b8ebd9c080,956,1.2099999985304422e-06,-0.48888617,0.41923683
910,300,300K_orthogonal800,star_orth800_uid000819_sk12_rg0_pl1_block__470e5ade9221,star,12,300K_orthogonal800/row_0910__star_orth800_uid000819_sk12_rg0_pl1_block__470e5ade9221.data,323478,569f5395d900759f1dbbe15eb55ac4b38d0d904906142fa53a657d2339cb8016,972,-5.329070518200751e-15,-0.457333,0.460831
911,300,300K_orthogonal800,star_orth800_uid001003_sk13_rg2_pl2_block__a8fa6f6f14d5,star,13,300K_orthogonal800/row_0911__star_orth800_uid001003_sk13_rg2_pl2_block__a8fa6f6f14d5.data,356756,18587ff9a50c21688316bb9f9bcb3f39b908d6753f65453fffcaa8879dac4dcd,1015,-6.938893903907228e-16,-0.559822,1.269122
912,300,300K_orthogonal800,star_orth800_uid001301_sk12_rg2_pl1_random__bb4bb21bb03f,star,12,300K_orthogonal800/row_0912__star_orth800_uid001301_sk12_rg2_pl1_random__bb4bb21bb03f.data,339340,aee3e5b9539f5cdc4abd051875631fd6cf0cfae8c4fdce247ad3ddd674854ea3,954,0.0,-0.239176,0.188004
913,300,300K_orthogonal800,star_orth800_uid001255_sk9_rg1_pl2_random__0c912bbc6609,star,9,300K_orthogonal800/row_0913__star_orth800_uid001255_sk9_rg1_pl2_random__0c912bbc6609.data,328399,ca80813bcb9355e168bc42e2fc270e6bd2850dd115b2c9d9e557d4f73e8f2214,904,2.220446049250313e-16,-0.461826,0.45537
914,300,300K_orthogonal800,linear_orth800_uid000228_sk3_rg1_pl2_alternating__623ff8f20f5f,linear,3,300K_orthogonal800/row_0914__linear_orth800_uid000228_sk3_rg1_pl2_alternating__623ff8f20f5f.data,351413,4f92a0a5b64dd6619cdea9bac566c7ee821a079593b1c3290ab7e2d87c8a69d0,1036,7.382983113757291e-15,-0.394192,0.166782
915,300,300K_prod400,star_uid000190_idx58_rg1_pl0_junction_enriched__c084f1895af7,star,58,300K_prod400/row_0915__star_uid000190_idx58_rg1_pl0_junction_enriched__c084f1895af7.data,329561,63c2d57b686d643255bb57554e700b07b7c78fbc978de43271d68e9bb45f71d2,965,2.0699999912499045e-06,-0.50354181,0.71549819
916,300,300K_prod400,branch_uid000222_idx80_rg2_pl0_random__816d847337e4,branch,80,300K_prod400/row_0916__branch_uid000222_idx80_rg2_pl0_random__816d847337e4.data,322961,5ea7927ac3c8569034653a67fc66359f56c65bae5db7cb92fd546cbc38675568,911,-8.09999997991584e-07,-1.12709244,0.57363444
917,300,300K_prod400,linear_uid000004_idx15_rg0_pl0_random__7dbf629c2717,linear,15,300K_prod400/row_0917__linear_uid000004_idx15_rg0_pl0_random__7dbf629c2717.data,314532,81f102d2d4d302726f8ce97bd5d9e44dcf3dc79b3e87304628b1568298b63098,940,5.500000019031948e-07,-0.39464715,0.16906838
918,300,300K_orthogonal800,star_orth800_uid001241_sk10_rg1_pl1_random__70544ff12d3f,star,10,300K_orthogonal800/row_0918__star_orth800_uid001241_sk10_rg1_pl1_random__70544ff12d3f.data,323725,bb1d46ccda1ff002160ce526e3b6dee4c8751583c70f003b5e3687b34290041c,918,2.0261570199409107e-15,-0.484852,0.456681
919,300,300K_orthogonal800,star_orth800_uid001129_sk12_rg1_pl2_alternating__130b5bd0bbb8,star,12,300K_orthogonal800/row_0919__star_orth800_uid001129_sk12_rg1_pl2_alternating__130b5bd0bbb8.data,290649,4efedfdb815db9e761de2e77edd0a6b9b090c9b6a17089a75484b826888d4f93,909,3.497202527569243e-15,-2.117521,3.177224
920,300,300K_orthogonal800,linear_orth800_uid000232_sk3_rg1_pl2_alternating__9a430cda93a4,linear,3,300K_orthogonal800/row_0920__linear_orth800_uid000232_sk3_rg1_pl2_alternating__9a430cda93a4.data,364502,bdcc989745aa34027d08e091c49864bc9ebe672a3fb7f59ad5a666559ca97d5c,1076,-2.498001805406602e-16,-0.476753,0.432356
921,300,300K_orthogonal800,cyclic_orth800_uid000428_sk7_rg0_pl1_block__f44dead4374f,cyclic,7,300K_orthogonal800/row_0921__cyclic_orth800_uid000428_sk7_rg0_pl1_block__f44dead4374f.data,349505,ca515a6ec14d352f18d8223e5c56398919c920b198173519cc8d3cfa5548ff1a,1015,-7.41073868937292e-15,-0.384883,0.145477
922,300,300K_orthogonal800,cyclic_orth800_uid000640_sk7_rg2_pl1_alternating__9db610fe84a2,cyclic,7,300K_orthogonal800/row_0922__cyclic_orth800_uid000640_sk7_rg2_pl1_alternating__9db610fe84a2.data,317140,adb2a679ffc87e9c46fc5c067c20482fa2e8122908050b50182e7c1226f40868,910,7.799316747991725e-15,-0.57233,1.284735
923,300,300K_prod400,cyclic_uid000141_idx31_rg1_pl0_random__d70b5e9d30a7,cyclic,31,300K_prod400/row_0923__cyclic_uid000141_idx31_rg1_pl0_random__d70b5e9d30a7.data,353838,fdb93d8e9626710334c833eabb6086750132a71a90c36fb74e47f1348477dc74,1056,3.5199999884050204e-06,-0.35497233,0.17262267
924,300,300K_orthogonal800,linear_orth800_uid000248_sk2_rg1_pl2_alternating__4a3c043aa822,linear,2,300K_orthogonal800/row_0924__linear_orth800_uid000248_sk2_rg1_pl2_alternating__4a3c043aa822.data,330127,18d30fab291046c56c8b9243a78dffe17a82fb2acf5893560c74960c12b573fb,997,5.717648576819556e-15,-0.386644,0.157905
925,300,300K_prod400,star_uid000170_idx64_rg2_pl2_random__1876a18f367d,star,64,300K_prod400/row_0925__star_uid000170_idx64_rg2_pl2_random__1876a18f367d.data,344866,41be391c9ad96f1b76d0aa240d9c91073284ae0f91d871e38df270fa5dff2aaf,1021,3.2099999906776144e-06,-0.37039619,0.17262267
926,300,300K_orthogonal800,linear_orth800_uid000186_sk1_rg1_pl0_alternating__5e5603dd71a7,linear,1,300K_orthogonal800/row_0926__linear_orth800_uid000186_sk1_rg1_pl0_alternating__5e5603dd71a7.data,360999,a0fb39bc8329be92caa8dea159edac0e3c851b0ef7547fc7776de5090f9dfee4,1035,-7.993605777301127e-15,-0.4253,0.442223
927,300,300K_prod400,star_uid000100_idx66_rg1_pl0_random__b200900e212c,star,66,300K_prod400/row_0927__star_uid000100_idx66_rg1_pl0_random__b200900e212c.data,336853,9f5d0f740fd63a51857b76ff5dad8c55762872f8a923c5c8eb0ecc69ec30a3dc,969,-1.3100000001708967e-06,-0.39950994,0.17028996
928,300,300K_orthogonal800,star_orth800_uid000927_sk14_rg1_pl2_block__f3312c7480f6,star,14,300K_orthogonal800/row_0928__star_orth800_uid000927_sk14_rg1_pl2_block__f3312c7480f6.data,370808,05e7d67a5ce4f896c26801ae28d7304ad65b6c7af7173da99b4a7c087f9a7f12,1074,5.273559366969494e-16,-1.143413,1.286923
929,300,300K_prod400,linear_uid000100_idx4_rg2_pl2_block__dbc51422d531,linear,4,300K_prod400/row_0929__linear_uid000100_idx4_rg2_pl2_block__dbc51422d531.data,333965,7f2a2573a092d6b1e45844471c7f9218ba240a83df6a1e17ca35cd4c8d1d6d86,934,2.199999986685075e-06,-0.39710936,0.15277356
930,300,300K_orthogonal800,cyclic_orth800_uid000600_sk4_rg1_pl1_alternating__5a939048380a,cyclic,4,300K_orthogonal800/row_0930__cyclic_orth800_uid000600_sk4_rg1_pl1_alternating__5a939048380a.data,380476,6bedfa892ede0592d0bb9742ed61a522c24d62d92c21851413ed0c8b03494aba,1035,4.718447854656915e-16,-0.234716,0.167796
931,300,300K_orthogonal800,linear_orth800_uid000135_sk1_rg2_pl1_block__9ee428a5d900,linear,1,300K_orthogonal800/row_0931__linear_orth800_uid000135_sk1_rg2_pl1_block__9ee428a5d900.data,310439,dbde48c228e5840eb8ac885bfed246a235c824472cd410446586d42b51f6fbcf,921,7.66053886991358e-15,-3.124198,4.124479
932,300,300K_orthogonal800,star_orth800_uid001074_sk9_rg1_pl0_alternating__e1fb2486d4c4,star,9,300K_orthogonal800/row_0932__star_orth800_uid001074_sk9_rg1_pl0_alternating__e1fb2486d4c4.data,373585,2a7a7fcfd3ee876fc91c7c7d5a7346cacd5c957470df1fa2d2c6b46479e64d53,1015,-8.18789480661053e-15,-0.32825,0.168807
933,300,300K_orthogonal800,cyclic_orth800_uid000617_sk7_rg1_pl2_alternating__56ac97b578fd,cyclic,7,300K_orthogonal800/row_0933__cyclic_orth800_uid000617_sk7_rg1_pl2_alternating__56ac97b578fd.data,322217,5ec6e90a19ac1398553507c2d725b731453893c29b38427f95435769450aa207,945,-1.1102230246251565e-16,-1.123934,0.59555
934,300,300K_orthogonal800,linear_orth800_uid000317_sk2_rg1_pl0_random__a0bbe81cbe25,linear,2,300K_orthogonal800/row_0934__linear_orth800_uid000317_sk2_rg1_pl0_random__a0bbe81cbe25.data,324442,86a0f5240b3fbf6b2ac4f6de5b440c9f66c08dc2eb643f3a1a3c29ca6f908679,976,-2.55351295663786e-15,-0.454263,0.452346
935,300,300K_orthogonal800,star_orth800_uid001248_sk8_rg1_pl1_random__265d3565808f,star,8,300K_orthogonal800/row_0935__star_orth800_uid001248_sk8_rg1_pl1_random__265d3565808f.data,338824,11aff971778830de1a0e96a93d727a71b64466b77f9cba5ee8578987222c41aa,944,-6.938893903907228e-16,-0.446458,0.460512
936,300,300K_orthogonal800,linear_orth800_uid000018_sk3_rg0_pl1_block__0d1fcda7d6c8,linear,3,300K_orthogonal800/row_0936__linear_orth800_uid000018_sk3_rg0_pl1_block__0d1fcda7d6c8.data,333471,93d441e428183f9d3ea035ce35508c8f9b9aaead25cb29f2413aa8b515012fb6,974,-8.326672684688674e-16,-0.459575,0.457292
937,300,300K_prod400,cyclic_uid000030_idx35_rg0_pl2_block__f54b828bed41,cyclic,35,300K_prod400/row_0937__cyclic_uid000030_idx35_rg0_pl2_block__f54b828bed41.data,345860,01ce13c3d3c35a31635e50dc85efe13bc8436cc7f94cb5ff8fb2866593a9af97,1032,3.4399999886691734e-06,-0.35497233,0.17262267
938,300,300K_orthogonal800,cyclic_orth800_uid000691_sk7_rg1_pl0_random__4c1ff13b0cac,cyclic,7,300K_orthogonal800/row_0938__cyclic_orth800_uid000691_sk7_rg1_pl0_random__4c1ff13b0cac.data,349505,5cae5cceacca5d6a2e190c47bafad85b682c634b930b7f7f477c6b3a646f771d,1015,-4.6629367034256575e-15,-0.384883,0.145477
939,300,300K_prod400,comb_uid000359_idx102_rg2_pl0_random__5af313900933,comb,102,300K_prod400/row_0939__comb_uid000359_idx102_rg2_pl0_random__5af313900933.data,345522,b78fc6c98a2d3c0f41907a8f64299dae7bcb4a997e7d5851bf4c16dc8fdd6091,984,1.37999999161309e-06,-0.39710936,0.17262267
940,300,300K_orthogonal800,star_orth800_uid000872_sk8_rg1_pl0_block__2cd1ffd3f155,star,8,300K_orthogonal800/row_0940__star_orth800_uid000872_sk8_rg1_pl0_block__2cd1ffd3f155.data,346605,d41bae3522b15a55fbf8c0008e3c84f021c684d5ab2d0da5dbada659589ec8f5,955,-1.2490009027033011e-15,-0.391517,0.168592
941,300,300K_prod400,linear_uid000090_idx4_rg2_pl1_gradient__b04f7ccd2b1e,linear,4,300K_prod400/row_0941__linear_uid000090_idx4_rg2_pl1_gradient__b04f7ccd2b1e.data,356749,9e4c0e00cfc7b06a4ce82daa8d1bb31efb45cf1be10e6369aab10f749363a4e0,1074,1.0099999951107552e-06,-0.40473377,0.17262267
942,300,300K_prod400,linear_uid000061_idx5_rg1_pl1_block__41b11b6ed4ed,linear,5,300K_prod400/row_0942__linear_uid000061_idx5_rg1_pl1_block__41b11b6ed4ed.data,334836,73996b8b2224a328dcdeff7480b647d3edc2c0b23db315cacf7721f43e4ea8e7,977,1.0999999924821147e-06,-0.399811,0.172839
943,300,300K_prod400,linear_uid000083_idx4_rg2_pl0_gradient__026ad7fefb0b,linear,4,300K_prod400/row_0943__linear_uid000083_idx4_rg2_pl0_gradient__026ad7fefb0b.data,354098,0548e39894a4105b7dd84b1b4971473879577e022c74e79faa462c3202c28ea3,1065,6.79999995589764e-07,-0.43327213,0.17262267
944,300,300K_prod400,star_uid000210_idx53_rg1_pl0_junction_enriched__c224d5939c62,star,53,300K_prod400/row_0944__star_uid000210_idx53_rg1_pl0_junction_enriched__c224d5939c62.data,341483,acfb259bf486f4629f1e9371dd95f38080f063ed63288fe81116e9bc24842fa2,1009,3.3099999925956247e-06,-0.50354181,0.71549819
945,300,300K_prod400,branch_uid000181_idx80_rg0_pl0_junction_enriched__3a518b7373bf,branch,80,300K_prod400/row_0945__branch_uid000181_idx80_rg0_pl0_junction_enriched__3a518b7373bf.data,325523,95a30b6a7ad987c275b23b7e170ec0a2b23266ed52fdc3990c4141d3b614c6e7,930,4.799999981652814e-07,-0.40241679,0.17309183
946,300,300K_prod400,linear_uid000043_idx7_rg1_pl0_random__a51b22001eec,linear,7,300K_prod400/row_0946__linear_uid000043_idx7_rg1_pl0_random__a51b22001eec.data,319504,00fe310adde8c46547c725ba31fef424900a835a795ae478d4264e97bb1b082f,952,2.879999990657023e-06,-0.41172475,0.17262267
947,300,300K_orthogonal800,linear_orth800_uid000123_sk3_rg1_pl2_block__c710a5b741a6,linear,3,300K_orthogonal800/row_0947__linear_orth800_uid000123_sk3_rg1_pl2_block__c710a5b741a6.data,365341,3b158bd99fbf2d1bda49ce1aa84d15718c4863dea154c8426c65ea0c6788f7c9,1070,-6.38378239159465e-16,-0.46373,0.45537
948,300,300K_orthogonal800,cyclic_orth800_uid000417_sk6_rg0_pl1_block__92c07d052760,cyclic,6,300K_orthogonal800/row_0948__cyclic_orth800_uid000417_sk6_rg0_pl1_block__92c07d052760.data,326638,0b8da6277837ee8da4b013ec98a5cba6ba2d4f2448b2f55c30f899c0fbea00c1,984,-5.717648576819556e-15,-0.454263,0.452346
949,300,300K_orthogonal800,linear_orth800_uid000121_sk0_rg1_pl2_block__26adf6647e2e,linear,0,300K_orthogonal800/row_0949__linear_orth800_uid000121_sk0_rg1_pl2_block__26adf6647e2e.data,383516,73d4859d7d4966670f71ec30f33556068816cfe543f3826b734e2eb95116139d,1044,6.938893903907228e-16,-0.581266,1.286923
950,300,300K_prod400,branch_uid000193_idx76_rg2_pl1_random__d8058998571c,branch,76,300K_prod400/row_0950__branch_uid000193_idx76_rg2_pl1_random__d8058998571c.data,339032,bf6fbddd27f06fb70b44551f21eda71a3350f647dd026baf4b6f814bdc91012a,955,-8.899999992539875e-07,-0.527178,0.74118433
951,300,300K_prod400,linear_uid000064_idx15_rg1_pl2_random__30c1071888a1,linear,15,300K_prod400/row_0951__linear_uid000064_idx15_rg1_pl2_random__30c1071888a1.data,309071,f318e9b2a48254ce50e5c9261fa8b2c6403675aaa5eec9b3673932a3d13fc464,928,4.3000000218840206e-07,-0.41172475,0.16848804
952,300,300K_orthogonal800,star_orth800_uid001060_sk10_rg1_pl0_alternating__a5e27c992599,star,10,300K_orthogonal800/row_0952__star_orth800_uid001060_sk10_rg1_pl0_alternating__a5e27c992599.data,354130,a475a0b1a4e4836149b27e679e53928c5cd4a94478b1b030f8e36781ba3bcaf0,1014,-6.439293542825908e-15,-0.419965,0.45138
953,300,300K_orthogonal800,star_orth800_uid001012_sk11_rg0_pl1_alternating__e345a3aec468,star,11,300K_orthogonal800/row_0953__star_orth800_uid001012_sk11_rg0_pl1_alternating__e345a3aec468.data,371279,2c78ce248c709a265f4b467e8e2a8afb59b735e6185496c98c497b8d00805f54,1061,-4.718447854656915e-16,-0.442036,0.509829
954,300,300K_orthogonal800,star_orth800_uid001134_sk11_rg2_pl0_alternating__0dc419ca85b5,star,11,300K_orthogonal800/row_0954__star_orth800_uid001134_sk11_rg2_pl0_alternating__0dc419ca85b5.data,389929,0f59404fced874671dfeb9e3bb90803b9372b3e9e02ac8c02e60a0f1550f30a2,1091,-8.881784197001252e-16,-0.427668,0.446336
955,300,300K_prod400,linear_uid000061_idx6_rg1_pl0_alternating__1fcce74202c4,linear,6,300K_prod400/row_0955__linear_uid000061_idx6_rg1_pl0_alternating__1fcce74202c4.data,350546,f348e87687947af58babb84ca6624fe4383b4145527d1b0f1819ed1915b137ac,1014,-1.6900000002761928e-06,-0.35802317,0.17039379
956,300,300K_orthogonal800,cyclic_orth800_uid000612_sk7_rg1_pl2_alternating__912e0280f45b,cyclic,7,300K_orthogonal800/row_0956__cyclic_orth800_uid000612_sk7_rg1_pl2_alternating__912e0280f45b.data,368374,3cfe7e794efce5953736e81ae3c9e156a4f9b8c08e8d0f4e39f03ced51bebd9b,1085,-4.0245584642661925e-15,-0.476753,0.425884
957,300,300K_orthogonal800,star_orth800_uid000871_sk10_rg1_pl0_block__2088aa028bed,star,10,300K_orthogonal800/row_0957__star_orth800_uid000871_sk10_rg1_pl0_block__2088aa028bed.data,380258,14b84716b81bc7fd169017a9ca35e283fd96fd37547ca7ce991aed63a859b274,1079,-1.1102230246251565e-15,-0.445702,0.503907
958,300,300K_orthogonal800,cyclic_orth800_uid000587_sk7_rg1_pl1_alternating__25bfe6c8044d,cyclic,7,300K_orthogonal800/row_0958__cyclic_orth800_uid000587_sk7_rg1_pl1_alternating__25bfe6c8044d.data,356322,d60c57b72a135927ccb2119e5022c1bfd297b8d85fe06fea72d0da3f3b70c96e,1050,7.771561172376096e-15,-0.306426,0.159225
959,300,300K_orthogonal800,linear_orth800_uid000031_sk1_rg0_pl1_block__4fe7d9d2d887,linear,1,300K_orthogonal800/row_0959__linear_orth800_uid000031_sk1_rg0_pl1_block__4fe7d9d2d887.data,312880,350e67bc784602ccdf0303ca97cbd44ac298b7266a401fe1c2f9e432d1802930,934,-8.271161533457416e-15,-0.378032,0.159487
960,300,300K_orthogonal800,cyclic_orth800_uid000456_sk7_rg1_pl0_block__129444cf87e1,cyclic,7,300K_orthogonal800/row_0960__cyclic_orth800_uid000456_sk7_rg1_pl0_block__129444cf87e1.data,333859,6203507a5e42e3a4106690aab10546b7544e7e21607f1b09f5f64f2fa19e15bb,980,5.551115123125783e-17,-0.480822,0.17965
961,300,300K_orthogonal800,cyclic_orth800_uid000692_sk7_rg1_pl0_random__7773f0ac8953,cyclic,7,300K_orthogonal800/row_0961__cyclic_orth800_uid000692_sk7_rg1_pl0_random__7773f0ac8953.data,356317,8e6d7d0a66b3440e433aaef4cb52205d9a4e8df6428f3cc4683f568f235d2e3e,1050,5.800915303666443e-15,-0.310112,0.159487
962,300,300K_prod400,linear_uid000065_idx6_rg1_pl1_random__224f4011e0b2,linear,6,300K_prod400/row_0962__linear_uid000065_idx6_rg1_pl1_random__224f4011e0b2.data,313314,80973ca7e7ae4c76aa1f4131eab7c53be0573502652a4976e5fcbe5770eb306e,941,-2.359999985351857e-06,-0.43327213,0.16921521
963,300,300K_prod400,linear_uid000020_idx16_rg0_pl0_block__143d2f965a7e,linear,16,300K_prod400/row_0963__linear_uid000020_idx16_rg0_pl0_block__143d2f965a7e.data,359486,7c2b3bb5172b2ce93b70a29fb6f71c372186b1dd3dd113f9461e8e8fa6f2ba54,1038,2.689999987787184e-06,-0.39710936,0.172839
964,300,300K_orthogonal800,linear_orth800_uid000378_sk2_rg2_pl1_random__e1702541ce98,linear,2,300K_orthogonal800/row_0964__linear_orth800_uid000378_sk2_rg2_pl1_random__e1702541ce98.data,335119,6c829fcbe123a4a746a1d8a3a6f604dd8bf71425697573f2bc11472c7b300efc,942,-8.326672684688674e-17,-0.401764,0.187642
965,300,300K_orthogonal800,linear_orth800_uid000254_sk2_rg2_pl1_alternating__ec7dae8aa8ed,linear,2,300K_orthogonal800/row_0965__linear_orth800_uid000254_sk2_rg2_pl1_alternating__ec7dae8aa8ed.data,338430,4120f9123f03b393107289d71ffa2d7ddb6b4a417f5e21525f52333701ec2736,954,-5.551115123125783e-15,-0.227977,0.188004
966,300,300K_orthogonal800,star_orth800_uid000937_sk14_rg2_pl0_block__5f9fb6b1d503,star,14,300K_orthogonal800/row_0966__star_orth800_uid000937_sk14_rg2_pl0_block__5f9fb6b1d503.data,391443,3593a6c734ed6b64369d5fe98b697b0e6831a7383f654c34326cfe72e005b4b9,1095,5.828670879282072e-16,-0.240957,0.143828
967,300,300K_prod400,cyclic_uid000013_idx26_rg0_pl0_gradient__ffb5ef4bb14a,cyclic,26,300K_prod400/row_0967__cyclic_uid000013_idx26_rg0_pl0_gradient__ffb5ef4bb14a.data,319979,542d15d74cc4f5e281fd2e6883dac368929cdb86f62d049ccb6112523ec4c41b,962,6.999999955514813e-07,-0.40473377,0.17262267
